"addi C3 NMR shift","aryl hali C1 NMR","base N1 elec charge","liga C10 NMR shift","y.obs","mu.hat","g(mu.hat)","intercept","addi","aryl","base","liga","addi:aryl","addi:base","addi:liga","aryl:base","aryl:liga","base:liga","addi:aryl:base","addi:aryl:liga","addi:base:liga","aryl:base:liga","addi:aryl:base:liga"
"142.55","-339.2","-0.784","139.15","0.5956645","0.6371943","1.7264287","-7.816919130","-0.539887064"," 7.662185890","-0.581742283"," 1.461248710"," 0.077201287"," 0.262432969","-0.233800458"," 0.293123702"," 0.292613667"," 0.247190800"," 0.097888820"," 0.109277271"," 0.118327034"," 0.268164871"," 0.009122581"
"151.95","156.88","-0.784","139.04","0.5955425","0.4961835","-0.04579995","-7.8169191"," 3.5999928"," 7.8296367","-0.5817423","-0.5181656"," 1.1656275"," 0.7991936"," 0.4374468","-0.1279343","-0.5744096","-0.4565348","-1.5834793"," 0.6224575","-0.4043451","-1.4512773","-0.9853475"
"154.33","156.88","-0.784","139.58","0.5955263","0.5147688","0.1773186","-7.81691913"," 3.93512034"," 7.82963670","-0.58174228","-3.44229294"," 0.58229400"," 0.92864502","-0.68973097","-0.12793431","-0.09056812"," 0.05983383","-0.74183851","-2.58345635"," 0.16201159"," 2.07378285"," 0.68047685"
"151.87","-339.2","-0.784","140.09","0.5948669","0.6539524","1.9629368","-7.81691913"," 2.94521985"," 7.66218589","-0.58174228"," 2.49920978","-0.27750231","-0.35695194","-0.84469160"," 0.29312370","-1.89546842"," 0.14951019","-0.23250408"," 0.06539602","-0.24059020"," 0.50324117"," 0.09142012"
"156.59","133.69","-0.784","139.15","0.5947852","0.6805419","2.3600889","-7.816919130"," 4.151655093"," 5.504106923","-0.581742283"," 1.461248710","-0.946506118","-0.465734285","-0.214993549"," 0.725362341"," 0.460560033"," 0.247190800","-0.004204902","-0.210120117"," 0.066993945"," 0.110808670","-0.127617255"
"153.74","-1201.76","-0.784","139.58","0.5947674","0.5908741","1.1127987","-7.81691913"," 2.94516355"," 9.07355007","-0.58174228","-3.44229294"," 0.24298432","-0.62648465"," 0.88763259","-0.71107918","-1.02552078"," 0.05983383"," 0.43299141"," 0.28680929","-0.35496171"," 1.97792390","-0.23508956"
"143.71","-339.2","-0.784","139.04","0.5931992","0.6387115","1.7474654","-7.81691913","-0.59698952"," 7.66218589","-0.58174228","-0.51816555","-0.01711108"," 0.02844962"," 1.53517762"," 0.29312370"," 1.50980178","-0.45653482"," 0.22404629"," 0.25439523","-0.20322838"," 0.44427393","-0.01329793"
"139.05","-339.2","-0.755","139.15","0.5929247","0.6582949","2.0258225","-7.81691913"," 0.95778736"," 7.66218589","-2.27100831"," 1.46124871","-0.65259831"," 2.49510423"," 1.22197030","-0.08981467"," 0.29261367","-0.92414298"," 0.27915215","-0.61678553","-0.46072381"," 0.45298928"," 0.03476362"
"140.71","156.88","-0.611","139.04","0.5928098","0.5434112","0.5233074","-7.81691913"," 1.67333197"," 7.82963670"," 2.85275059","-0.51816555","-2.05426566","-0.70486488","-0.31152931"," 0.75654724","-0.57440960"," 0.70601977","-0.31222994","-1.73141252","-0.09802037"," 0.27153911"," 0.55529902"
"151.87","133.69","-0.784","139.04","0.5926240","0.5509595","0.6153626","-7.81691913"," 2.94521985"," 5.50410692","-0.58174228","-0.51816555","-0.50181888","-0.35695194","-0.03990546"," 0.72536234"," 0.61688435","-0.45653482"," 0.32551238","-0.14629159"," 0.26748692"," 0.52974227"," 0.11937718"
"152.98","132.85","-0.611","139.15","0.5921947","0.6251079","1.5612504","-7.81691913"," 1.32687631"," 5.82232759"," 2.85275059"," 1.46124871","-0.05687338","-1.90474004"," 0.22859487","-1.12328525"," 0.22244519"," 0.67695218","-0.07299387"," 0.23123707"," 0.05802236","-0.24766614","-0.09672665"
"156.59","156.88","-0.784","139.15","0.5921093","0.6140613","1.4136896","-7.81691913"," 4.15165509"," 7.82963670","-0.58174228"," 1.46124871","-2.25084540","-0.46573428","-0.21499355","-0.12793431"," 0.34993262"," 0.24719080","-0.71502723"," 0.01176957"," 0.06699394","-0.77794172"," 0.24640003"
"142.55","-1201.76","-0.784","140.09","0.5918256","0.6941416","2.5759721","-7.81691913","-0.53988706"," 9.07355007","-0.58174228"," 2.49920978","-0.06854162"," 0.26243297"," 0.95706857","-0.71107918","-0.78274922"," 0.14951019","-0.01554389"," 0.02563728"," 0.10960314"," 0.15664787","-0.14122543"
"152.73","132.85","-0.784","139.15","0.5916897","0.6025876","1.2634358","-7.81691913"," 2.92785568"," 5.82232759","-0.58174228"," 1.46124871"," 0.39285464","-0.98740410","-0.25126310","-0.06597147"," 0.22244519"," 0.24719080"," 0.12647928","-0.20644876"," 0.29165994","-0.37172184"," 0.05284468"
"143.71","-332.15","-0.784","139.04","0.5916217","0.5808335","0.9855992","-7.81691913","-0.59698952"," 7.33348492","-0.58174228","-0.51816555"," 0.14683957"," 0.02844962"," 1.53517762"," 0.16542192"," 1.33831706","-0.45653482","-0.09439819"," 0.22653545","-0.20322838"," 0.53671310","-0.05736221"
"151.95","156.88","-0.784","139.58","0.5913713","0.5240377","0.2888528","-7.81691913"," 3.59999277"," 7.82963670","-0.58174228","-3.44229294"," 1.16562745"," 0.79919356"," 0.53374917","-0.12793431","-0.09056812"," 0.05983383","-1.58347931","-2.98053260"," 0.13363101"," 2.07378285"," 0.71687418"
"151.87","132.85","-0.784","139.15","0.5910147","0.6236956","1.5422137","-7.81691913"," 2.94521985"," 5.82232759","-0.58174228"," 1.46124871"," 0.33617973","-0.35695194","-0.34563537","-0.06597147"," 0.22244519"," 0.24719080","-0.02025103"," 0.03047819"," 0.18991736","-0.37172184","-0.15360062"
"151.67","-1201.76","-0.611","139.58","0.5907407","0.7032810","2.7268398","-7.81691913","-4.27337735"," 9.07355007"," 2.85275059","-3.44229294","-0.08525212"," 6.29101656","-0.33023331"," 2.08339405","-1.02552078","-1.60695099","-0.45397502","-0.11772347"," 0.64482319"," 0.67624353"," 0.25730687"
"156.59","125.44","-0.784","139.04","0.5906929","0.5215512","0.2589031","-7.81691913"," 4.15165509"," 1.82448122","-0.58174228","-0.51816555"," 1.78508252","-0.46573428"," 0.28983924","-0.01784351"," 1.46519998","-0.45653482"," 0.21838406"," 0.06963203"," 0.06586078"," 0.21570648"," 0.03000124"
"153.74","132.85","-0.755","139.58","0.5901968","0.6282721","1.6040976","-7.81691913"," 2.94516355"," 5.82232759","-2.27100831","-3.44229294"," 0.05968034"," 1.55155214"," 0.88763259"," 1.18925671","-0.10334396"," 1.54711716"," 0.23024496"," 0.25677901"," 0.39646530"," 0.48632482","-0.13488225"
"153.95","132.85","-0.784","139.15","0.5900728","0.5877424","1.0729464","-7.81691913"," 2.51688218"," 5.82232759","-0.58174228"," 1.46124871"," 0.23750548","-0.65183349","-0.49676011","-0.06597147"," 0.22244519"," 0.24719080","-0.00444293"," 0.13468962"," 0.17166029","-0.37172184"," 0.24838782"
"151.67","-339.2","-0.784","140.09","0.5899233","0.6269861","1.5866514","-7.8169191","-4.2733773"," 7.6621859","-0.5817423"," 2.4992098","-0.1110037"," 6.2444974","-1.1362971"," 0.2931237","-1.8954684"," 0.1495102","-0.1397215","-0.0307953"," 0.0817588"," 0.5032412"," 0.1384492"
"154.33","-339.2","-0.611","139.58","0.5895423","0.5904438","1.1073140","-7.81691913"," 3.93512034"," 7.66218589"," 2.85275059","-3.44229294","-0.04392908","-0.75093679","-0.68973097","-0.20330903"," 0.09305297","-1.60695099","-0.56304229"," 0.30917279"," 0.68274435"," 0.76441922","-0.07502097"
"140.71","-332.15","-0.784","139.04","0.5894382","0.5710856","0.8635739","-7.8169191298"," 1.6733319678"," 7.3334849169","-0.5817422832","-0.5181655533"," 1.1135878390","-0.4510710545","-0.3115293143"," 0.1654219247"," 1.3383170593","-0.4565348216","-0.9452743807"," 0.0006553298","-0.2747169448"," 0.5367131038"," 0.0580152858"
"156.59","154.47","-0.784","139.15","0.5892871","0.6410866","1.7805403","-7.81691913"," 4.15165509"," 5.69853001","-0.58174228"," 1.46124871","-0.27048651","-0.46573428","-0.21499355","-0.66890625"," 1.11315114"," 0.24719080","-0.24418123"," 0.35186728"," 0.06699394","-0.80806069","-0.23907272"
"143.07","132.85","-0.611","140.09","0.5886411","0.6528266","1.9467467","-7.816919130","-3.771214452"," 5.822327589"," 2.852750591"," 2.499209779","-0.540752274"," 1.932543016"," 1.261092639","-1.123285246","-0.547907013"," 0.223979039","-0.002615031"," 0.357335289"," 0.272648285"," 0.509766412"," 0.017787160"
"139.05","-332.15","-0.784","139.15","0.5868316","0.5881387","1.0779813","-7.81691913"," 0.95778736"," 7.33348492","-0.58174228"," 1.46124871"," 0.31555713","-2.09859845"," 1.22197030"," 0.16542192"," 0.04151308"," 0.24719080","-0.45649474"," 0.16987995"," 0.23141339","-0.01996458","-0.09376708"
"156.59","132.85","-0.784","139.04","0.5863302","0.5429465","0.5176557","-7.81691913"," 4.15165509"," 5.82232759","-0.58174228","-0.51816555","-0.40561160","-0.46573428"," 0.28983924","-0.06597147"," 0.42880578","-0.45653482","-0.22941942"," 0.10949285"," 0.06586078"," 0.11828353"," 0.07148943"
"143.12","-1201.76","-0.784","139.58","0.5861076","0.4680468","-0.3843821","-7.81691913"," 0.45855140"," 9.07355007","-0.58174228","-3.44229294"," 0.45880454"," 1.13411159","-0.31803133","-0.71107918","-1.02552078"," 0.05983383"," 0.34935617"," 0.15490354","-0.09414394"," 1.97792390","-0.06168753"
"163.09","-1201.76","-0.784","140.09","0.5846064","0.6195074","1.4860590","-7.8169191"," 0.2449578"," 9.0735501","-0.5817423"," 2.4992098"," 2.1244625","-1.8155316"," 0.5682477","-0.7110792","-0.7827492"," 0.1495102"," 0.1775115","-1.4461704"," 0.3340532"," 0.1566479","-0.6878998"
"143.71","-332.15","-0.755","139.15","0.5845829","0.5534767","0.6461725","-7.81691913","-0.59698952"," 7.33348492","-2.27100831"," 1.46124871"," 0.14683957"," 1.87140507"," 1.81370651","-1.32637668"," 0.04151308","-0.92414298"," 0.20452947"," 0.23672844"," 0.32983612","-0.41549525"," 0.55781247"
"152.73","-1201.76","-0.611","139.58","0.5839892","0.7278540","3.1600783","-7.81691913"," 2.92785568"," 9.07355007"," 2.85275059","-3.44229294","-0.55420050","-0.95370397"," 1.00498993"," 2.08339405","-1.02552078","-1.60695099","-0.16417670","-0.06452069"," 0.02232351"," 0.67624353"," 0.14725664"
"152.98","133.69","-0.784","139.15","0.5835068","0.6082828","1.3376584","-7.81691913"," 1.32687631"," 5.50410692","-0.58174228"," 1.46124871"," 0.22310508","-0.01992583"," 0.22859487"," 0.72536234"," 0.46056003"," 0.24719080","-0.16036518","-0.20231035"," 0.04703975"," 0.11080867","-0.21597228"
"151.67","154.47","-0.784","139.15","0.5832558","0.5660196","0.8006609","-7.816919130","-4.273377346"," 5.698530012","-0.581742283"," 1.461248710"," 0.071507058"," 6.244497426"," 1.183150053","-0.668906248"," 1.113151143"," 0.247190800"," 0.313253464","-0.014612505","-1.366679845","-0.808060686","-0.001569738"
"154.33","156.88","-0.611","139.58","0.5830938","0.5314040","0.3777435","-7.81691913"," 3.93512034"," 7.82963670"," 2.85275059","-3.44229294"," 0.58229400","-0.75093679","-0.68973097"," 0.75654724","-0.09056812","-1.60695099"," 0.01450406","-2.58345635"," 0.68274435"," 0.17973522"," 0.52526632"
"151.87","-1201.76","-0.784","139.04","0.5826904","0.5441326","0.5320849","-7.816919130"," 2.945219850"," 9.073550073","-0.581742283","-0.518165553","-0.617274573","-0.356951944","-0.039905457","-0.711079178"," 0.677808355","-0.456534822","-0.201914909"," 0.001107413"," 0.267486916","-1.161824782"," 0.029224880"
"152.44","133.69","-0.784","139.15","0.5823472","0.6209300","1.5050838","-7.81691913"," 1.35651170"," 5.50410692","-0.58174228"," 1.46124871"," 0.02732034","-0.64461026"," 0.25235322"," 0.72536234"," 0.46056003"," 0.24719080","-0.61225620"," 0.21562217"," 0.35971974"," 0.11080867"," 0.43980699"
"143.71","-1201.76","-0.755","139.15","0.5817261","0.6933907","2.5637935","-7.8169191","-0.5969895"," 9.0735501","-2.2710083"," 1.4612487"," 0.3277802"," 1.8714051"," 1.8137065","-1.3723149"," 1.1304616","-0.9241430","-0.3952037","-0.9564826"," 0.3298361"," 1.3658414","-0.4769750"
"151.67","-339.2","-0.784","139.04","0.5815311","0.6835109","2.4064029","-7.81691913","-4.27337735"," 7.66218589","-0.58174228","-0.51816555","-0.11100366"," 6.24449743"," 0.28338035"," 0.29312370"," 1.50980178","-0.45653482","-0.13972152","-0.09356825"," 0.09325378"," 0.44427393","-0.13308136"
"143.71","-625.55","-0.784","140.09","0.5801745","0.3548372","-1.8377229","-7.81691913","-0.59698952"," 3.40717505","-0.58174228"," 2.49920978"," 0.72379706"," 0.02844962","-0.87654685"," 0.76034762","-1.11615814"," 0.14951019"," 0.69588878"," 0.14739731"," 0.25192921"," 0.19126827"," 0.29566017"
"152.98","154.47","-0.784","139.15","0.5801064","0.5634115","0.7683950","-7.81691913"," 1.32687631"," 5.69853001","-0.58174228"," 1.46124871"," 0.43669700","-0.01992583"," 0.22859487","-0.66890625"," 1.11315114"," 0.24719080","-0.06517479"," 0.18600924"," 0.04703975","-0.80806069","-0.01621391"
"156.59","132.85","-0.784","139.15","0.5797813","0.6384368","1.7436509","-7.81691913"," 4.15165509"," 5.82232759","-0.58174228"," 1.46124871","-0.40561160","-0.46573428","-0.21499355","-0.06597147"," 0.22244519"," 0.24719080","-0.22941942","-0.19166393"," 0.06699394","-0.37172184"," 0.11556710"
"143.12","133.69","-0.784","139.15","0.5797753","0.6083814","1.3389494","-7.81691913"," 0.45855140"," 5.50410692","-0.58174228"," 1.46124871"," 0.21614893"," 1.13411159","-1.03726638"," 0.72536234"," 0.46056003"," 0.24719080"," 0.02915758"," 0.02004679"," 0.31338456"," 0.11080867"," 0.09419883"
"142.24","156.88","-0.784","139.15","0.5797448","0.6076628","1.3295446","-7.8169191","-0.8413411"," 7.8296367","-0.5817423"," 1.4612487"," 1.3466958"," 1.7954929","-0.9773813","-0.1279343"," 0.3499326"," 0.2471908","-1.8474534"," 1.0588445"," 0.6525019","-0.7779417","-0.4412859"
"152.44","132.85","-0.611","139.15","0.5796796","0.6208817","1.5044360","-7.81691913"," 1.35651170"," 5.82232759"," 2.85275059"," 1.46124871"," 0.03871368","-1.49885982"," 0.25235322","-1.12328525"," 0.22244519"," 0.67695218","-0.16903422","-0.09599614"," 0.01844343","-0.24766614","-0.24554961"
"156.59","125.44","-0.784","140.09","0.5795487","0.5957379","1.1750356","-7.81691913"," 4.15165509"," 1.82448122","-0.58174228"," 2.49920978"," 1.78508252","-0.46573428","-0.89747844","-0.01784351"," 0.12609179"," 0.14951019"," 0.21838406","-0.01119059","-0.33293400"," 0.60710631","-0.06264316"
"143.07","-1201.76","-0.784","140.09","0.5795225","0.5783503","0.9543843","-7.81691913","-3.77121445"," 9.07355007","-0.58174228"," 2.49920978"," 0.09130341"," 0.82523948"," 1.26109264","-0.71107918","-0.78274922"," 0.14951019"," 0.06172429"," 0.04014105"," 0.47972524"," 0.15664787","-0.02005549"
"152.98","-339.2","-0.784","139.04","0.5787417","0.6317172","1.6510608","-7.81691913"," 1.32687631"," 7.66218589","-0.58174228","-0.51816555"," 0.11857004","-0.01992583","-0.26099493"," 0.29312370"," 1.50980178","-0.45653482","-0.06374466"," 0.11695560","-0.05462881"," 0.44427393","-0.04807041"
"156.59","125.44","-0.755","139.15","0.5787285","0.5244202","0.2934634","-7.81691913"," 4.15165509"," 1.82448122","-2.27100831"," 1.46124871"," 1.78508252"," 1.05441034","-0.21499355"," 1.57397915"," 0.27133420","-0.92414298","-0.09716553","-0.62059436","-0.46649108"," 0.60412637","-0.02153931"
"153.74","132.85","-0.611","139.04","0.5785208","0.6458754","1.8477764","-7.81691913"," 2.94516355"," 5.82232759"," 2.85275059","-0.51816555"," 0.05968034","-0.92506749"," 0.03969643","-1.12328525"," 0.42880578"," 0.70601977","-0.16927288","-0.08789891","-0.18705191"," 0.02292087","-0.20192742"
"152.73","154.47","-0.784","140.09","0.5784627","0.6240988","1.5476435","-7.81691913"," 2.92785568"," 5.69853001","-0.58174228"," 2.49920978","-0.01817376","-0.98740410","-0.56930108","-0.66890625"," 0.42203430"," 0.14951019"," 0.02891511","-0.09050641","-0.11091381"," 0.62595504"," 0.03950024"
"152.73","154.47","-0.784","139.15","0.5783107","0.5582350","0.7045820","-7.816919130"," 2.927855679"," 5.698530012","-0.581742283"," 1.461248710","-0.018173761","-0.987404104","-0.251263103","-0.668906248"," 1.113151143"," 0.247190800"," 0.028915105"," 0.072373996"," 0.291659940","-0.808060686","-0.003874107"
"153.95","-1201.76","-0.755","140.09","0.5775810","0.6848618","2.4276219","-7.81691913"," 2.51688218"," 9.07355007","-2.27100831"," 2.49920978","-0.41233029"," 2.06883723","-0.42939260","-1.37231487","-0.78274922","-0.37348923"," 0.08542550","-0.07189951"," 0.02980173"," 0.02270225","-0.33868365"
"151.87","132.85","-0.784","140.09","0.5774229","0.6389271","1.7504606","-7.81691913"," 2.94521985"," 5.82232759","-0.58174228"," 2.49920978"," 0.33617973","-0.35695194","-0.84469160","-0.06597147","-0.54790701"," 0.14951019","-0.02025103","-0.05970227","-0.24059020"," 0.45474200"," 0.07799841"
"152.44","132.85","-0.784","140.09","0.5771087","0.5910350","1.1148510","-7.8169191298"," 1.3565116983"," 5.8223275886","-0.5817422832"," 2.4992097793"," 0.0387136815","-0.6446102565"," 0.3858435166","-0.0659714651","-0.5479070129"," 0.1495101888"," 0.1132574349"," 0.1880094591","-0.2367382415"," 0.4547419995"," 0.0006140789"
"143.71","-625.55","-0.784","139.15","0.5770873","0.5058263","0.0699217","-7.81691913","-0.59698952"," 3.40717505","-0.58174228"," 1.46124871"," 0.72379706"," 0.02844962"," 1.81370651"," 0.76034762"," 0.14874446"," 0.24719080"," 0.69588878"," 0.17255098","-0.47786407","-0.01232354"," 0.09666065"
"152.73","-339.2","-0.784","139.04","0.5765452","0.6508386","1.9182699","-7.81691913"," 2.92785568"," 7.66218589","-0.58174228","-0.51816555","-0.10322977","-0.98740410","-0.18442575"," 0.29312370"," 1.50980178","-0.45653482","-0.19302490","-0.16395416"," 0.03923303"," 0.44427393"," 0.04719636"
"154.33","-1201.76","-0.784","139.58","0.5760537","0.6265550","1.5808135","-7.81691913"," 3.93512034"," 9.07355007","-0.58174228","-3.44229294"," 0.05249803"," 0.92864502","-0.68973097","-0.71107918","-1.02552078"," 0.05983383","-0.21918651","-0.18638084"," 0.16201159"," 1.97792390"," 0.06408331"
"152.44","154.47","-0.755","139.04","0.5759970","0.5609081","0.7374973","-7.81691913"," 1.35651170"," 5.69853001","-2.27100831","-0.51816555"," 0.51247922"," 2.14347007","-0.40638905"," 0.09309991"," 0.05818914","-0.24948495"," 0.41645396","-0.04314482"," 0.20729282"," 1.57077085","-0.01418859"
"151.87","132.85","-0.784","139.04","0.5755923","0.5103562","0.1243069","-7.81691913"," 2.94521985"," 5.82232759","-0.58174228","-0.51816555"," 0.33617973","-0.35695194","-0.03990546","-0.06597147"," 0.42880578","-0.45653482","-0.02025103","-0.03031327"," 0.26748692"," 0.11828353"," 0.09275844"
"150.81","-1201.76","-0.784","139.58","0.5755129","0.6130645","1.4005194","-7.816919130"," 3.640144864"," 9.073550073","-0.581742283","-3.442292936","-0.070294996","-0.019233717"," 0.203744987","-0.711079178","-1.025520776"," 0.059833833"," 0.102410084","-0.010484705"," 0.017616465"," 1.977923901"," 0.002862926"
"153.74","-625.55","-0.611","139.04","0.5753990","0.5562409","0.6800758","-7.816919130"," 2.945163547"," 3.407175051"," 2.852750591","-0.518165553","-0.174185406","-0.925067489"," 0.039696426","-1.549309239"," 2.099052883"," 0.706019773","-0.334620667"," 0.154441124","-0.187051911"," 0.003810518","-0.022714690"
"143.71","-332.15","-0.784","139.15","0.5752960","0.6174953","1.4592378","-7.81691913","-0.59698952"," 7.33348492","-0.58174228"," 1.46124871"," 0.14683957"," 0.02844962"," 1.81370651"," 0.16542192"," 0.04151308"," 0.24719080","-0.09439819"," 0.23672844","-0.47786407","-0.01996458","-0.42746797"
"152.98","-339.2","-0.784","140.09","0.5750576","0.6521170","1.9365660","-7.81691913"," 1.32687631"," 7.66218589","-0.58174228"," 2.49920978"," 0.11857004","-0.01992583"," 0.27630125"," 0.29312370","-1.89546842"," 0.14951019","-0.06374466"," 0.10441346","-0.60639390"," 0.50324117","-0.01267159"
"143.12","132.85","-0.611","139.15","0.5745049","0.6392054","1.7543284","-7.81691913"," 0.45855140"," 5.82232759"," 2.85275059"," 1.46124871","-0.53044774"," 1.03994982","-1.03726638","-1.12328525"," 0.22244519"," 0.67695218","-0.03923706","-0.51553983"," 0.67912975","-0.24766614","-0.14866532"
"152.98","156.88","-0.611","139.04","0.5742667","0.5334532","0.4025208","-7.8169191"," 1.3268763"," 7.8296367"," 2.8527506","-0.5181656","-0.1179836","-1.9047400","-0.2609949"," 0.7565472","-0.5744096"," 0.7060198","-0.8574916","-0.1167724","-0.6258145"," 0.2715391","-0.5475577"
"150.81","-339.2","-0.755","139.58","0.5737549","0.5670192","0.8130499","-7.81691913"," 3.64014486"," 7.66218589","-2.27100831","-3.44229294","-0.10094116"," 0.89165812"," 0.20374499","-0.08981467"," 0.09305297"," 1.54711716"," 0.18073872"," 0.34149364","-0.42571099"," 0.45126075","-0.05166001"
"163.09","132.85","-0.784","140.09","0.5733300","0.5726950","0.8836295","-7.81691913"," 0.24495780"," 5.82232759","-0.58174228"," 2.49920978"," 2.17311916","-1.81553157"," 0.56824769","-0.06597147","-0.54790701"," 0.14951019"," 1.33637216","-0.95813983"," 0.33405319"," 0.45474200","-0.91269880"
"153.95","133.69","-0.784","139.04","0.5728265","0.5169517","0.2035603","-7.81691913"," 2.51688218"," 5.50410692","-0.58174228","-0.51816555","-0.13761128","-0.65183349"," 0.04341609"," 0.72536234"," 0.61688435","-0.45653482"," 0.14696770","-0.09821580"," 0.18783160"," 0.52974227"," 0.19338926"
"152.73","-332.15","-0.784","139.04","0.5726274","0.6210447","1.5066191","-7.81691913"," 2.92785568"," 7.33348492","-0.58174228","-0.51816555"," 0.44912053","-0.98740410","-0.18442575"," 0.16542192"," 1.33831706","-0.45653482","-0.61856907","-0.15479477"," 0.03923303"," 0.53671310"," 0.03502838"
"152.44","-332.15","-0.784","139.04","0.5724625","0.5415172","0.5002806","-7.81691913"," 1.35651170"," 7.33348492","-0.58174228","-0.51816555"," 0.28331454","-0.64461026","-0.40638905"," 0.16542192"," 1.33831706","-0.45653482","-0.08157880"," 0.13874573","-0.11843236"," 0.53671310","-0.02785609"
"156.59","132.85","-0.784","140.09","0.5719205","0.6348055","1.6934493","-7.81691913"," 4.15165509"," 5.82232759","-0.58174228"," 2.49920978","-0.40561160","-0.46573428","-0.89747844","-0.06597147","-0.54790701"," 0.14951019","-0.22941942","-0.05511331","-0.33293400"," 0.45474200"," 0.01483560"
"156.59","125.44","-0.784","139.15","0.5713221","0.4872633","-0.1528994","-7.81691913"," 4.15165509"," 1.82448122","-0.58174228"," 1.46124871"," 1.78508252","-0.46573428","-0.21499355","-0.01784351"," 0.27133420"," 0.24719080"," 0.21838406","-0.62059436"," 0.06699394","-0.44815543","-0.01328744"
"151.95","-625.55","-0.755","139.04","0.5708877","0.5954322","1.1711108","-7.81691913"," 3.59999277"," 3.40717505","-2.27100831","-0.51816555","-0.19285596"," 0.07392529"," 0.43744683"," 0.78896161"," 2.09905288","-0.24948495"," 1.22177371"," 0.04550927"," 0.82608345","-0.30188198"," 0.02150577"
"142.24","133.69","-0.784","140.09","0.5702972","0.6412451","1.7827535","-7.81691913","-0.84134113"," 5.50410692","-0.58174228"," 2.49920978","-0.10853395"," 1.79549287"," 0.17357624"," 0.72536234"," 0.99513518"," 0.14951019"," 0.21986914"," 0.06897455","-0.73597939","-0.19547540","-0.06849242"
"143.71","-339.2","-0.784","140.09","0.5701121","0.5122022","0.1464785","-7.81691913","-0.59698952"," 7.66218589","-0.58174228"," 2.49920978","-0.01711108"," 0.02844962","-0.87654685"," 0.29312370","-1.89546842"," 0.14951019"," 0.22404629"," 0.07095134"," 0.25192921"," 0.50324117"," 0.24860864"
"142.55","154.47","-0.784","140.09","0.5699402","0.5940808","1.1537828","-7.81691913","-0.53988706"," 5.69853001","-0.58174228"," 2.49920978","-0.20436748"," 0.26243297"," 0.95706857","-0.66890625"," 0.42203430"," 0.14951019","-0.02117806"," 0.19008302"," 0.10960314"," 0.62595504"," 0.07235605"
"151.67","132.85","-0.784","140.09","0.5684337","0.5973329","1.1955393","-7.81691913","-4.27337735"," 5.82232759","-0.58174228"," 2.49920978"," 0.16445863"," 6.24449743","-1.13629709","-0.06597147","-0.54790701"," 0.14951019"," 0.27759246","-0.18895728"," 0.08175880"," 0.45474200"," 0.11261404"
"152.98","132.85","-0.784","139.15","0.5683415","0.5659302","0.7995542","-7.81691913"," 1.32687631"," 5.82232759","-0.58174228"," 1.46124871","-0.05687338","-0.01992583"," 0.22859487","-0.06597147"," 0.22244519"," 0.24719080"," 0.07734028"," 0.23123707"," 0.04703975","-0.37172184"," 0.04840752"
"150.81","154.47","-0.755","140.09","0.5683280","0.6310654","1.6421510","-7.816919130"," 3.640144864"," 5.698530012","-2.271008308"," 2.499209779"," 0.002538669"," 0.891658123","-0.181045144"," 0.093099907"," 0.422034300","-0.373489228","-0.247588883","-0.183419381"," 0.479255552","-1.005864086","-0.004986038"
"156.59","-625.55","-0.611","140.09","0.5680622","0.5927358","1.1365710","-7.81691913"," 4.15165509"," 3.40717505"," 2.85275059"," 2.49920978"," 0.82365767","-0.58867606","-0.89747844","-1.54930924","-1.11615814"," 0.22397904","-0.33932236","-0.03730166","-0.52028038"," 0.07734783","-0.03375868"
"153.95","133.69","-0.784","139.15","0.5679309","0.6113216","1.3775485","-7.81691913"," 2.51688218"," 5.50410692","-0.58174228"," 1.46124871","-0.13761128","-0.65183349","-0.49676011"," 0.72536234"," 0.46056003"," 0.24719080"," 0.14696770","-0.23190509"," 0.17166029"," 0.11080867","-0.05046779"
"150.81","156.88","-0.784","139.04","0.5665402","0.4774916","-0.2704303","-7.81691913"," 3.64014486"," 7.82963670","-0.58174228","-0.51816555"," 0.27942300","-0.01923372"," 0.42727533","-0.12793431","-0.57440960","-0.45653482"," 0.14123909","-0.41968811","-0.36433653","-1.45127727","-0.25790795"
"151.67","-625.55","-0.611","140.09","0.5662080","0.4664725","-0.4034204","-7.81691913","-4.27337735"," 3.40717505"," 2.85275059"," 2.49920978","-0.27208767"," 6.29101656","-1.13629709","-1.54930924","-1.11615814"," 0.22397904","-0.25894241"," 0.26129982"," 0.23803624"," 0.07734783"," 0.16885577"
"163.09","156.88","-0.784","139.15","0.5660877","0.4328287","-0.8149352","-7.8169191"," 0.2449578"," 7.8296367","-0.5817423"," 1.4612487"," 2.2270729","-1.8155316","-2.9622900","-0.1279343"," 0.3499326"," 0.2471908"," 0.6012245"," 2.0873947","-0.4421772","-0.7779417","-1.3390577"
"142.55","-332.15","-0.784","139.04","0.5657387","0.5159572","0.1916038","-7.81691913","-0.53988706"," 7.33348492","-0.58174228","-0.51816555","-0.07298622"," 0.26243297"," 0.07242027"," 0.16542192"," 1.33831706","-0.45653482"," 0.11620170"," 0.04440531"," 0.27940627"," 0.53671310"," 0.02903534"
"150.81","156.88","-0.611","139.58","0.5651667","0.5077212","0.09266817","-7.81691913"," 3.64014486"," 7.82963670"," 2.85275059","-3.44229294"," 0.27942300","-0.87242441"," 0.20374499"," 0.75654724","-0.09056812","-1.60695099"," 0.49666840","-1.95955763"," 0.40809453"," 0.17973522","-0.76536414"
