"alcohol","base","sulfonyl_fluoride","y.obs","mu.hat","g(mu.hat)","intercept","a","b","sf","a:b","a:sf","b:sf","a:b:sf"
"1j","MTBD","4-Cl","0.7200000","0.6865785","2.4547195","-2.8710504283"," 5.1135084016"," 0.2834580935","-1.3908598447"," 1.2075969479"," 0.0001119959"," 0.1119543197"," 0.0000000000"
"1ac","MTBD","PyFluor","0.7200000","0.7138130","2.9072246","-2.87105043"," 5.35046912"," 0.28345809","-2.47073822"," 0.11448915"," 2.45395590"," 0.04664096"," 0.00000000"
"1h","DBU","4-CF3","0.7100000","0.6677017","2.1645689","-2.8710504"," 4.9489897","-2.4450746"," 0.4158699"," 2.1158343"," 0.0000000"," 0.0000000"," 0.0000000"
"1z","BTPP","4-Cl","0.7100000","0.6193902","1.4844942","-2.8710504"," 7.2242014"," 1.2861703","-1.3908598","-0.9260661","-0.8410342"," 0.2057500","-1.2026169"
"1aa","DBU","PBSF","0.7100000","0.5687606","0.8346609","-2.8710504"," 2.0239518","-2.4450746"," 2.8621583"," 1.2646758"," 0.0000000"," 0.0000000"," 0.0000000"
"1m","BTMG","PBSF","0.7000000","0.8156573","5.2778121"," -2.8710504","-10.3912925","  0.8754462","  2.8621583","  0.0000000"," 14.8025506","  0.0000000","  0.0000000"
"1m","BTPP","PBSF","0.7000000","0.8318725","5.8471314"," -2.8710504","-10.3912925","  1.2861703","  2.8621583","  0.0000000"," 14.8025506","  0.1585953","  0.0000000"
"1a","MTBD","4-CF3","0.6900000","0.6695430","2.1921535","-2.8710504"," 3.7490089"," 0.2834581"," 0.4158699"," 0.6148671"," 0.0000000"," 0.0000000"," 0.0000000"
"1h","BTMG","PyFluor","0.6900000","0.7366170","3.3260446","-2.8710504"," 4.9489897"," 0.8754462","-2.4707382"," 0.0000000"," 2.8433973"," 0.0000000"," 0.0000000"
"1aj","DBU","4-NO2","0.6900000","0.5741589","0.9019022","-2.8710504"," 3.4564283","-2.4450746"," 0.5835699"," 2.1780290"," 0.0000000"," 0.0000000"," 0.0000000"
"1h","DBU","PyFluor","0.6800000","0.6855878","2.4390625","-2.8710504"," 4.9489897","-2.4450746","-2.4707382"," 2.1158343"," 2.8433973"," 0.3177044"," 0.0000000"
"1h","MTBD","PyFluor","0.6800000","0.6875845","2.4706709","-2.87105043"," 4.94898974"," 0.28345809","-2.47073822","-0.81381606"," 2.84339730"," 0.04664096"," 0.50378947"
"1b","BTPP","PBSF","0.6800000","0.7787051","4.2384303","-2.8710504"," 3.4448452"," 1.2861703"," 2.8621583"," 4.1415834","-3.5707744"," 0.1585953","-1.2130974"
"1r","BTPP","PBSF","0.6800000","0.8186246","5.3756245","-2.8710504"," 4.8226312"," 1.2861703"," 2.8621583"," 4.5848270","-3.6702242"," 0.1585953","-1.7974829"
"1h","BTPP","PyFluor","0.6700000","0.6255052","1.5666157","-2.8710504"," 4.9489897"," 1.2861703","-2.4707382","-1.3020182"," 2.8433973","-0.3643453","-0.5037895"
"1j","BTPP","4-CF3","0.6700000","0.7038681","2.7367043","-2.8710504"," 5.1135084"," 1.2861703"," 0.4158699","-1.2077938"," 0.0000000"," 0.0000000"," 0.0000000"
"1h","MTBD","4-NO2","0.6600000","0.6654582","2.1311513","-2.8710504"," 4.9489897"," 0.2834581"," 0.5835699","-0.8138161"," 0.0000000"," 0.0000000"," 0.0000000"
"1h","BTPP","4-NO2","0.6600000","0.6984007","2.6456613","-2.8710504"," 4.9489897"," 1.2861703"," 0.5835699","-1.3020182"," 0.0000000"," 0.0000000"," 0.0000000"
"1j","BTPP","4-Cl","0.6600000","0.5926784","1.1358366","-2.8710504283"," 5.1135084016"," 1.2861702712","-1.3908598447","-1.2077938321"," 0.0001119959"," 0.2057500492"," 0.0000000000"
"1r","BTMG","PBSF","0.6600000","0.7406370","3.4045144","-2.8710504"," 4.8226312"," 0.8754462"," 2.8621583"," 1.3855533","-3.6702242"," 0.0000000"," 0.0000000"
"1t","BTPP","4-Cl","0.6600000","0.6573240","2.0117016","-2.871050428263"," 3.247784521755"," 1.286170271239","-1.390859844654","-0.000009861041"," 1.533916893286"," 0.205750049174"," 0.000000000000"
"1ak","BTPP","PyFluor","0.6600000","0.7046556","2.7499708","-2.8710504283"," 5.5251305330"," 1.2861702712","-2.4707382220","-0.0001119027"," 1.6449158749","-0.3643453241"," 0.0000000000"
"1a","BTPP","PBSF","0.6500000","0.6373776","1.7289673","-2.8710504"," 3.7490089"," 1.2861703"," 2.8621583","-1.2271497","-2.2287653"," 0.1585953"," 0.0000000"
"1g","DBU","4-NO2","0.6500000","0.7092442","2.8280656","-2.8710504","11.4875423","-2.4450746"," 0.5835699","-3.9269217"," 0.0000000"," 0.0000000"," 0.0000000"
"1j","MTBD","PBSF","0.6500000","0.7136120","2.9037120","-2.8710504"," 5.1135084"," 0.2834581"," 2.8621583"," 1.2075969","-3.7047690","-0.1585953"," 0.1714049"
"1l","MTBD","4-NO2","0.6500000","0.5995236","1.2237791","-2.8710504"," 3.3755930"," 0.2834581"," 0.5835699","-0.1477915"," 0.0000000"," 0.0000000"," 0.0000000"
"1m","DBU","PBSF","0.6500000","0.6535602","1.9572913"," -2.8710504","-10.3912925"," -2.4450746","  2.8621583","  0.0000000"," 14.8025506","  0.0000000","  0.0000000"
"1t","BTPP","4-CF3","0.6500000","0.6619127","2.0787644","-2.871050428263"," 3.247784521755"," 1.286170271239"," 0.415869876048","-0.000009861041"," 0.000000000000"," 0.000000000000"," 0.000000000000"
"1v","BTMG","PBSF","0.6500000","0.6274000","1.5922613","-2.8710504"," 2.2545213"," 0.8754462"," 2.8621583","-0.4451996","-1.0836144"," 0.0000000"," 0.0000000"
"1ac","BTPP","PyFluor","0.6500000","0.6507020","1.9163176","-2.8710504"," 5.3504691"," 1.2861703","-2.4707382","-1.4681437"," 2.4539559","-0.3643453"," 0.0000000"
"1d","BTMG","PBSF","0.6400000","0.7146968","2.9227047","-2.87105042826"," 2.05624335459"," 0.87544620546"," 2.86215826566"," 0.00000000000","-0.00009267612"," 0.00000000000"," 0.00000000000"
"1ac","MTBD","4-CF3","0.6400000","0.7349129","3.2932358","-2.8710504"," 5.3504691"," 0.2834581"," 0.4158699"," 0.1144891"," 0.0000000"," 0.0000000"," 0.0000000"
"1ah","BTMG","PBSF","0.6400000","0.6736596","2.2543618","-2.87105042826"," 1.38784698762"," 0.87544620546"," 2.86215826566"," 0.00000000000","-0.00003926877"," 0.00000000000"," 0.00000000000"
"1ah","BTPP","PBSF","0.6400000","0.5188313","0.2261685","-2.87105042826"," 1.38784698762"," 1.28617027124"," 2.86215826566","-2.59751262814","-0.00003926877"," 0.15859527490"," 0.00000000000"
"1ak","BTMG","4-Cl","0.6400000","0.6659588","2.1385903","-2.87105042826"," 5.52513053299"," 0.87544620546","-1.39085984465","-0.00007616785"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1a","MTBD","4-NO2","0.6300000","0.6805267","2.3598536","-2.8710504"," 3.7490089"," 0.2834581"," 0.5835699"," 0.6148671"," 0.0000000"," 0.0000000"," 0.0000000"
"1g","DBU","PyFluor","0.6300000","0.7163102","2.9511085","-2.8710504","11.4875423","-2.4450746","-2.4707382","-3.9269217"," 2.8596467"," 0.3177044"," 0.0000000"
"1g","DBU","4-CF3","0.6300000","0.6992912","2.6603656","-2.8710504","11.4875423","-2.4450746"," 0.4158699","-3.9269217"," 0.0000000"," 0.0000000"," 0.0000000"
"1v","MTBD","4-NO2","0.6300000","0.6136680","1.4084900","-2.8710504"," 2.2545213"," 0.2834581"," 0.5835699"," 1.1579911"," 0.0000000"," 0.0000000"," 0.0000000"
"1v","MTBD","PBSF","0.6300000","0.6859555","2.4448687","-2.8710504"," 2.2545213"," 0.2834581"," 2.8621583"," 1.1579911","-1.0836144","-0.1585953"," 0.0000000"
"1ac","DBU","PyFluor","0.6300000","0.6344765","1.6889207","-2.8710504"," 5.3504691","-2.4450746","-2.4707382"," 1.3536546"," 2.4539559"," 0.3177044"," 0.0000000"
"1ac","MTBD","4-Cl","0.6300000","0.6278656","1.5985776","-2.8710504283"," 5.3504691156"," 0.2834580935","-1.3908598447"," 0.1144891481"," 0.0001171858"," 0.1119543197"," 0.0000000000"
"1t","BTMG","4-Cl","0.6200000","0.6126642","1.3952373","-2.8710504"," 3.2477845"," 0.8754462","-1.3908598"," 0.0000000"," 1.5339169"," 0.0000000"," 0.0000000"
"1z","DBU","4-CF3","0.6200000","0.6204800","1.4990603","-2.8710504"," 7.2242014","-2.4450746"," 0.4158699","-0.8248859"," 0.0000000"," 0.0000000"," 0.0000000"
"1ah","MTBD","PBSF","0.6200000","0.6264317","1.5791436","-2.87105042826"," 1.38784698762"," 0.28345809354"," 2.86215826566"," 0.07536521857","-0.00003926877","-0.15859527490"," 0.00000000000"
"1a","BTMG","PBSF","0.6100000","0.6297046","1.6235851","-2.8710504"," 3.7490089"," 0.8754462"," 2.8621583","-0.7632125","-2.2287653"," 0.0000000"," 0.0000000"
"1ag","DBU","PyFluor","0.6100000","0.6948222","2.5870384","-2.87105043"," 6.63647525","-2.44507457","-2.47073822","-0.09368741"," 3.51340946"," 0.31770437"," 0.00000000"
"1a","MTBD","PBSF","0.6000000","0.6734438","2.2510814","-2.8710504"," 3.7490089"," 0.2834581"," 2.8621583"," 0.6148671","-2.2287653","-0.1585953"," 0.0000000"
"1a","BTPP","4-CF3","0.6000000","0.6094418","1.3528490","-2.8710504"," 3.7490089"," 1.2861703"," 0.4158699","-1.2271497"," 0.0000000"," 0.0000000"," 0.0000000"
"1g","DBU","PBSF","0.6000000","0.6731651","2.2468493","-2.8710504","11.4875423","-2.4450746"," 2.8621583","-3.9269217","-2.8598046"," 0.0000000"," 0.0000000"
"1l","MTBD","4-CF3","0.6000000","0.5864129","1.0560790","-2.8710504"," 3.3755930"," 0.2834581"," 0.4158699","-0.1477915"," 0.0000000"," 0.0000000"," 0.0000000"
"1t","BTPP","4-NO2","0.6000000","0.6731398","2.2464644","-2.871050428263"," 3.247784521755"," 1.286170271239"," 0.583569924985","-0.000009861041"," 0.000000000000"," 0.000000000000"," 0.000000000000"
"1v","MTBD","4-CF3","0.6000000","0.6008397","1.2407900","-2.8710504"," 2.2545213"," 0.2834581"," 0.4158699"," 1.1579911"," 0.0000000"," 0.0000000"," 0.0000000"
"1z","DBU","4-NO2","0.6000000","0.7738066","4.1202927","-2.8710504"," 7.2242014","-2.4450746"," 0.5835699","-0.8248859"," 2.4535323"," 0.0000000"," 0.0000000"
"1ag","DBU","4-Cl","0.6000000","0.4600036","-0.4818101","-2.87105043"," 6.63647525","-2.44507457","-1.39085984","-0.09368741"," 0.00009125","-0.31770437"," 0.00000000"
"1ah","DBU","PBSF","0.6000000","0.6172510","1.4559884","-2.87105042826"," 1.38784698762","-2.44507457024"," 2.86215826566"," 2.52214740957","-0.00003926877"," 0.00000000000"," 0.00000000000"
"1aj","MTBD","4-CF3","0.6000000","0.6359619","1.7093934","-2.8710504"," 3.4564283"," 0.2834581"," 0.4158699"," 0.4246876"," 0.0000000"," 0.0000000"," 0.0000000"
"1a","MTBD","PyFluor","0.5900000","0.6265653","1.5809517","-2.87105043"," 3.74900890"," 0.28345809","-2.47073822"," 0.61486710"," 2.22876529"," 0.04664096"," 0.00000000"
"1d","DBU","PBSF","0.5900000","0.6045776","1.2892935","-2.87105042826"," 2.05624335459","-2.44507457024"," 2.86215826566"," 1.68710952216","-0.00009267612"," 0.00000000000"," 0.00000000000"
"1t","MTBD","4-Cl","0.5900000","0.5752139","0.9150884","-2.8710504283"," 3.2477845218"," 0.2834580935","-1.3908598447","-0.0001151876"," 1.5339168933"," 0.1119543197"," 0.0000000000"
"1t","BTMG","4-CF3","0.5900000","0.6329574","1.6680502","-2.8710504"," 3.2477845"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1t","BTMG","4-NO2","0.5900000","0.6450228","1.8357502","-2.8710504"," 3.2477845"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1v","MTBD","PyFluor","0.5900000","0.5920761","1.1281398","-2.87105043"," 2.25452134"," 0.28345809","-2.47073822"," 1.15799111"," 2.72731700"," 0.04664096"," 0.00000000"
"1aj","BTMG","4-NO2","0.5900000","0.5499212","0.6026717","-2.8710504"," 3.4564283"," 0.8754462"," 0.5835699","-1.4417223"," 0.0000000"," 0.0000000"," 0.0000000"
"1aj","BTPP","4-NO2","0.5900000","0.6049487","1.2941237","-2.8710504"," 3.4564283"," 1.2861703"," 0.5835699","-1.1609944"," 0.0000000"," 0.0000000"," 0.0000000"
"1ak","BTMG","PyFluor","0.5900000","0.7018945","2.7036278","-2.87105042826"," 5.52513053299"," 0.87544620546","-2.47073822204","-0.00007616785"," 1.64491587494"," 0.00000000000"," 0.00000000000"
"1j","DBU","4-NO2","0.5800000","0.5316859","0.3811502","-2.8710504283"," 5.1135084016","-2.4450745702"," 0.5835699250"," 0.0001968842"," 0.0000000000"," 0.0000000000"," 0.0000000000"
"1l","BTPP","4-CF3","0.5800000","0.6704994","2.2065398","-2.87105042826"," 3.37559302829"," 1.28617027124"," 0.41586987605","-0.00004292009"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1d","BTPP","PBSF","0.5800000","0.6302288","1.6307302","-2.87105042826"," 2.05624335459"," 1.28617027124"," 2.86215826566","-1.86129389395","-0.00009267612"," 0.15859527490"," 0.00000000000"
"1t","MTBD","4-CF3","0.5800000","0.5879786","1.0759469","-2.8710504283"," 3.2477845218"," 0.2834580935"," 0.4158698760","-0.0001151876"," 0.0000000000"," 0.0000000000"," 0.0000000000"
"1v","BTMG","4-NO2","0.5800000","0.5330205","0.3972874","-2.8710504"," 2.2545213"," 0.8754462"," 0.5835699","-0.4451996"," 0.0000000"," 0.0000000"," 0.0000000"
"1ac","DBU","4-Cl","0.5800000","0.4733416","-0.3204483","-2.8710504283"," 5.3504691156","-2.4450745702","-1.3908598447"," 1.3536545705"," 0.0001171858","-0.3177043689"," 0.0000000000"
"1ai","MTBD","PBSF","0.5800000","0.5200203","0.2404755","-2.8710504"," 6.1672988"," 0.2834581"," 2.8621583","-2.8842929","-1.9943938","-0.1585953","-1.1641072"
"1a","DBU","PyFluor","0.5700000","0.4903447","-0.1158896","-2.8710504"," 3.7490089","-2.4450746","-2.4707382"," 1.3754951"," 2.2287653"," 0.3177044"," 0.0000000"
"1a","BTMG","4-CF3","0.5700000","0.6134842","1.4060620","-2.8710504"," 3.7490089"," 0.8754462"," 0.4158699","-0.7632125"," 0.0000000"," 0.0000000"," 0.0000000"
"1b","BTMG","PyFluor","0.5700000","0.6057769","1.3049162","-2.8710504"," 3.4448452"," 0.8754462","-2.4707382"," 0.5201958"," 1.8062176"," 0.0000000"," 0.0000000"
"1t","BTPP","PBSF","0.5700000","0.6733276","2.2493171","-2.871050428263"," 3.247784521755"," 1.286170271239"," 2.862158265661","-0.000009861041","-2.434330899783"," 0.158595274898"," 0.000000000000"
"1u","BTMG","4-CF3","0.5700000","0.4784196","-0.2592549","-2.8710504"," 1.3204795"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ag","DBU","4-CF3","0.5700000","0.6310934","1.6425327","-2.87105043"," 6.63647525","-2.44507457"," 0.41586988","-0.09368741"," 0.00000000"," 0.00000000"," 0.00000000"
"1ag","DBU","4-NO2","0.5700000","0.6432080","1.8102328","-2.87105043"," 6.63647525","-2.44507457"," 0.58356992","-0.09368741"," 0.00000000"," 0.00000000"," 0.00000000"
"1ai","MTBD","PyFluor","0.5700000","0.6152732","1.4297325","-2.87105043"," 6.16729877"," 0.28345809","-2.47073822","-2.88429289"," 1.99430905"," 0.04664096"," 1.16410721"
"1aj","BTPP","4-CF3","0.5700000","0.5919417","1.1264236","-2.8710504"," 3.4564283"," 1.2861703"," 0.4158699","-1.1609944"," 0.0000000"," 0.0000000"," 0.0000000"
"1ak","DBU","PBSF","0.5700000","0.5628257","0.7611588","-2.8710504"," 5.5251305","-2.4450746"," 2.8621583","-0.6650891","-1.6449159"," 0.0000000"," 0.0000000"
"1j","BTMG","PBSF","0.5600000","0.6750336","2.2752935","-2.8710504"," 5.1135084"," 0.8754462"," 2.8621583"," 0.0000000","-3.7047690"," 0.0000000"," 0.0000000"
"1l","BTPP","4-NO2","0.5600000","0.6814520","2.3742399","-2.87105042826"," 3.37559302829"," 1.28617027124"," 0.58356992498","-0.00004292009"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1ai","MTBD","4-Cl","0.5600000","0.4516563","-0.5834072","-2.87105042826"," 6.16729877163"," 0.28345809354","-1.39085984465","-2.88429288769"," 0.00008479893"," 0.11195431970"," 0.00000000000"
"1ak","DBU","PyFluor","0.5600000","0.4208679","-0.9642016","-2.8710504"," 5.5251305","-2.4450746","-2.4707382","-0.6650891"," 1.6449159"," 0.3177044"," 0.0000000"
"1a","BTMG","4-NO2","0.5500000","0.6260339","1.5737621","-2.8710504"," 3.7490089"," 0.8754462"," 0.5835699","-0.7632125"," 0.0000000"," 0.0000000"," 0.0000000"
"1l","DBU","4-NO2","0.5500000","0.4832393","-0.2012641","-2.8710504"," 3.3755930","-2.4450746"," 0.5835699"," 1.1556980"," 0.0000000"," 0.0000000"," 0.0000000"
"1l","BTMG","4-NO2","0.5500000","0.5784547","0.9556952","-2.8710504"," 3.3755930"," 0.8754462"," 0.5835699","-1.0078635"," 0.0000000"," 0.0000000"," 0.0000000"
"1t","MTBD","4-NO2","0.5500000","0.6010604","1.2436469","-2.8710504283"," 3.2477845218"," 0.2834580935"," 0.5835699250","-0.0001151876"," 0.0000000000"," 0.0000000000"," 0.0000000000"
"1t","MTBD","PBSF","0.5500000","0.5763502","0.9293091","-2.8710504283"," 3.2477845218"," 0.2834580935"," 2.8621582657","-0.0001151876","-2.4343308998","-0.1585952749"," 0.0000000000"
"1v","BTPP","4-CF3","0.5500000","0.5309883","0.3727196","-2.8710504"," 2.2545213"," 1.2861703"," 0.4158699","-0.7127915"," 0.0000000"," 0.0000000"," 0.0000000"
"1z","DBU","PyFluor","0.5500000","0.5585085","0.7079453","-2.8710504"," 7.2242014","-2.4450746","-2.4707382","-0.8248859"," 2.0636939"," 0.3177044","-0.2859052"
"1ac","DBU","4-CF3","0.5500000","0.6427542","1.8038686","-2.8710504"," 5.3504691","-2.4450746"," 0.4158699"," 1.3536546"," 0.0000000"," 0.0000000"," 0.0000000"
"1ai","MTBD","4-NO2","0.5500000","0.6037849","1.2789835","-2.8710504"," 6.1672988"," 0.2834581"," 0.5835699","-2.8842929"," 0.0000000"," 0.0000000"," 0.0000000"
"1a","DBU","4-NO2","0.5400000","0.5325791","0.3919489","-2.8710504"," 3.7490089","-2.4450746"," 0.5835699"," 1.3754951"," 0.0000000"," 0.0000000"," 0.0000000"
"1a","MTBD","4-Cl","0.5400000","0.5412783","0.4973781","-2.8710504"," 3.7490089"," 0.2834581","-1.3908598"," 0.6148671"," 0.0000000"," 0.1119543"," 0.0000000"
"1h","DBU","PBSF","0.5400000","0.6401488","1.7674600","-2.8710504"," 4.9489897","-2.4450746"," 2.8621583"," 2.1158343","-2.8433973"," 0.0000000"," 0.0000000"
"1j","DBU","PyFluor","0.5400000","0.6091639","1.3492034","-2.8710504283"," 5.1135084016","-2.4450745702","-2.4707382220"," 0.0001968842"," 3.7046569673"," 0.3177043689"," 0.0000000000"
"1j","DBU","4-CF3","0.5400000","0.5177740","0.2134502","-2.8710504283"," 5.1135084016","-2.4450745702"," 0.4158698760"," 0.0001968842"," 0.0000000000"," 0.0000000000"," 0.0000000000"
"1ad","BTPP","4-CF3","0.5400000","0.5379415","0.4568796","-2.87105042826"," 1.62590153536"," 1.28617027124"," 0.41586987605","-0.00001162131"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1a","BTPP","PyFluor","0.5300000","0.5275050","0.3306608","-2.8710504"," 3.7490089"," 1.2861703","-2.4707382","-1.2271497"," 2.2287653","-0.3643453"," 0.0000000"
"1g","DBU","4-Cl","0.5300000","0.5444616","0.5360894","-2.8710504283","11.4875423490","-2.4450745702","-1.3908598447","-3.9269216545"," 0.0001579511","-0.3177043689"," 0.0000000000"
"1h","DBU","4-Cl","0.5300000","0.5033445","0.0401348","-2.8710504"," 4.9489897","-2.4450746","-1.3908598"," 2.1158343"," 0.0000000","-0.3177044"," 0.0000000"
"1h","MTBD","PBSF","0.5300000","0.5743234","0.9039576","-2.8710504"," 4.9489897"," 0.2834581"," 2.8621583","-0.8138161","-2.8433973","-0.1585953","-0.5037895"
"1ad","MTBD","PyFluor","0.5300000","0.4085413","-1.1202574","-2.87105043"," 1.62590154"," 0.28345809","-2.47073822","-1.18293770"," 3.44846838"," 0.04664096"," 0.00000000"
"1ad","BTMG","4-CF3","0.5300000","0.5038471","0.04616719","-2.8710504"," 1.6259015"," 0.8754462"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ai","MTBD","4-CF3","0.5300000","0.5907552","1.1112834","-2.8710504"," 6.1672988"," 0.2834581"," 0.4158699","-2.8842929"," 0.0000000"," 0.0000000"," 0.0000000"
"1e","DBU","4-NO2","0.5200000","0.5634130","0.7684132","-2.8710504"," 7.1904794","-2.4450746"," 0.5835699","-1.6895111"," 0.0000000"," 0.0000000"," 0.0000000"
"1e","DBU","PBSF","0.5200000","0.5979693","1.2037333","-2.8710504"," 7.1904794","-2.4450746"," 2.8621583","-1.6895111","-1.8432682"," 0.0000000"," 0.0000000"
"1a","DBU","4-CF3","0.5200000","0.5186718","0.2242489","-2.8710504"," 3.7490089","-2.4450746"," 0.4158699"," 1.3754951"," 0.0000000"," 0.0000000"," 0.0000000"
"1h","MTBD","4-Cl","0.5200000","0.5223628","0.2686758","-2.8710504"," 4.9489897"," 0.2834581","-1.3908598","-0.8138161"," 0.0000000"," 0.1119543"," 0.0000000"
"1j","DBU","PBSF","0.5200000","0.4144591","-1.0450304","-2.8710504283"," 5.1135084016","-2.4450745702"," 2.8621582657"," 0.0001968842","-3.7047689632"," 0.0000000000"," 0.0000000000"
"1q","BTMG","PBSF","0.5200000","0.5713249","0.8665540","-2.8710504"," 0.0000000"," 0.8754462"," 2.8621583"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1t","BTMG","PBSF","0.5200000","0.6338284","1.6800077","-2.8710504"," 3.2477845"," 0.8754462"," 2.8621583"," 0.0000000","-2.4343309"," 0.0000000"," 0.0000000"
"1u","BTMG","4-NO2","0.5200000","0.4923715","-0.0915548","-2.8710504"," 1.3204795"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1u","BTPP","4-CF3","0.5200000","0.5126173","0.1514652","-2.871050428263"," 1.320479493207"," 1.286170271239"," 0.415869876048","-0.000004009288"," 0.000000000000"," 0.000000000000"," 0.000000000000"
"1w","BTPP","4-Cl","0.5200000","0.2413677","-3.7762448","-2.8710504","-1.0062548"," 1.2861703","-1.3908598"," 0.0000000"," 0.0000000"," 0.2057500"," 0.0000000"
"1w","BTPP","4-CF3","0.5200000","0.3315832","-2.1752651","-2.8710504","-1.0062548"," 1.2861703"," 0.4158699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1z","DBU","PBSF","0.5200000","0.5224027","0.2691567","-2.8710504"," 7.2242014","-2.4450746"," 2.8621583","-0.8248859","-3.6761920"," 0.0000000"," 0.0000000"
"1af","BTMG","4-NO2","0.5200000","0.4683947","-0.3801767","-2.8710504"," 1.0318576"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1aj","DBU","4-CF3","0.5200000","0.5606408","0.7342022","-2.8710504"," 3.4564283","-2.4450746"," 0.4158699"," 2.1780290"," 0.0000000"," 0.0000000"," 0.0000000"
"1a","BTPP","4-NO2","0.5100000","0.6220837","1.5205490","-2.8710504"," 3.7490089"," 1.2861703"," 0.5835699","-1.2271497"," 0.0000000"," 0.0000000"," 0.0000000"
"1aa","BTPP","PBSF","0.5100000","0.6220382","1.5199381","-2.8710504"," 2.0239518"," 1.2861703"," 2.8621583","-1.9398871"," 0.0000000"," 0.1585953"," 0.0000000"
"1ad","BTMG","PyFluor","0.5100000","0.5503595","0.6080275","-2.8710504"," 1.6259015"," 0.8754462","-2.4707382"," 0.0000000"," 3.4484684"," 0.0000000"," 0.0000000"
"1o","BTMG","PBSF","0.5000000","0.5093546","0.1122792","-2.8710504","-6.1674289"," 0.8754462"," 2.8621583"," 0.0000000"," 5.4131540"," 0.0000000"," 0.0000000"
"1q","BTPP","PBSF","0.5000000","0.6157364","1.4358734","-2.8710504"," 0.0000000"," 1.2861703"," 2.8621583"," 0.0000000"," 0.0000000"," 0.1585953"," 0.0000000"
"1af","MTBD","4-NO2","0.5000000","0.4202343","-0.9721648","-2.8710504"," 1.0318576"," 0.2834581"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ag","DBU","PBSF","0.5000000","0.5476810","0.5753204","-2.87105043"," 6.63647525","-2.44507457"," 2.86215827","-0.09368741","-3.51350071"," 0.00000000"," 0.00000000"
"1a","BTMG","PyFluor","0.4900000","0.5617775","0.7482192","-2.8710504"," 3.7490089"," 0.8754462","-2.4707382","-0.7632125"," 2.2287653"," 0.0000000"," 0.0000000"
"1h","BTMG","4-Cl","0.4900000","0.6252023","1.5625257","-2.8710504"," 4.9489897"," 0.8754462","-1.3908598"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1i","BTMG","PBSF","0.4900000","0.5713237","0.8665383","-2.87105042826","-0.00001574707"," 0.87544620546"," 2.86215826566"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1i","BTPP","4-NO2","0.4900000","0.4179181","-1.0013260","-2.87105042826","-0.00001574707"," 1.28617027124"," 0.58356992498"," 0.00000000000"," 0.00000000000"," 0.00000000000"," 0.00000000000"
"1l","BTPP","PyFluor","0.4900000","0.4861000","-0.1668769","-2.87105042826"," 3.37559302829"," 1.28617027124","-2.47073822204","-0.00004292009"," 0.87753665375","-0.36434532407"," 0.00000000000"
"1s","BTMG","4-NO2","0.4900000","0.3860639","-1.4120343","-2.8710504"," 0.0000000"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1u","BTMG","4-Cl","0.4900000","0.4270160","-0.8872346","-2.8710504"," 1.3204795"," 0.8754462","-1.3908598"," 0.0000000"," 1.1787500"," 0.0000000"," 0.0000000"
"1aa","BTMG","4-NO2","0.4900000","0.5506777","0.6119175","-2.8710504"," 2.0239518"," 0.8754462"," 0.5835699"," 0.0000000"," 0.0000000"," 0.0000000"," 0.0000000"
"1ac","BTPP","4-CF3","0.4900000","0.7024740","2.7133151","-2.8710504"," 5.3504691"," 1.2861703"," 0.4158699","-1.4681437"," 0.0000000"," 0.0000000"," 0.0000000"
"1ad","DBU","PyFluor","0.4900000","0.4014017","-1.2118396","-2.8710504"," 1.6259015","-2.4450746","-2.4707382"," 1.1829493"," 3.4484684"," 0.3177044"," 0.0000000"
"1ak","DBU","4-NO2","0.4900000","0.5106210","0.1274863","-2.8710504"," 5.5251305","-2.4450746"," 0.5835699","-0.6650891"," 0.0000000"," 0.0000000"," 0.0000000"
"1e","DBU","PyFluor","0.4800000","0.4895843","-0.1250213","-2.8710504"," 7.1904794","-2.4450746","-2.4707382","-1.6895111"," 1.8431693"," 0.3177044"," 0.0000000"
"1h","BTPP","4-Cl","0.4800000","0.5721618","0.8769816","-2.8710504"," 4.9489897"," 1.2861703","-1.3908598","-1.3020182"," 0.0000000"," 0.2057500"," 0.0000000"
